,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,Respiratory Diseases ,Respiratory disease Dummy
278001,6,1,10,6701 INTERNATIONAL BLVD,California,Alameda,Oakland,02-Nov-03,Parts per billion,38,56,11,53,Parts per million,0.007375,0.016,23,14,Parts per billion,2.869565,7,11,10,Parts per million,1.208696,2.4,0,,0,No
326076,22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,08-Jan-03,Parts per billion,10.375,22,0,21,Parts per million,0.015625,0.031,10,26,Parts per billion,2.271429,3,5,,Parts per million,0.733333,1.5,1,17,0,No
81683,42,133,8,HILL ST.,Pennsylvania,York,York,04-Mar-00,Parts per billion,9.75,26,7,25,Parts per million,0.0255,0.032,11,27,Parts per billion,2.375,6,19,9,Parts per million,0.1375,0.2,8,2,0,No
398149,6,111,3001,"545 CENTRAL AVENUE, OXNARD, CA  93030",California,Ventura,Not in a city,01-Apr-04,Parts per billion,6.636364,21,18,20,Parts per million,0.023333,0.034,8,29,Parts per billion,0,0,5,,Parts per million,0.320833,0.6,20,7,0,No
290228,6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,15-Dec-03,Parts per billion,32.608696,46,18,43,Parts per million,0.006792,0.015,8,13,Parts per billion,0.5,1.6,20,,Parts per million,1.3125,2.1,23,24,0,No
129480,6,87,3, Center St,California,Santa Cruz,Davenport,26-Oct-01,Parts per billion,5.375,11,9,10,Parts per million,0.042958,0.058,15,49,Parts per billion,0.8,1,2,,Parts per million,0.266667,0.3,0,3,0,No
244669,33,11,20,PEARL ST,New Hampshire,Hillsborough,Manchester,05-Mar-02,Parts per billion,6.666667,22,5,21,Parts per million,0.034,0.04,7,34,Parts per billion,0.083333,1,7,1,Parts per million,0.091667,0.4,0,,0,No
177363,48,141,37,250 Rim Rd,Texas,El Paso,El Paso,18-Jan-01,Parts per billion,19.458333,38,21,36,Parts per million,0.010625,0.023,10,19,Parts per billion,0.5,2,18,3,Parts per million,0.358333,1.2,21,,0,No
43970,17,31,4002,1820 S. 51ST AVE.,Illinois,Cook,Cicero,20-May-00,Parts per billion,29.833333,54,19,51,Parts per million,0.015375,0.032,10,27,Parts per billion,3.833333,16,18,23,Parts per million,0.808333,1.7,21,,0,No
95218,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,17-Dec-01,Parts per billion,25.125,40,17,38,Parts per million,0.008875,0.025,8,21,Parts per billion,1.425,2.6,23,,Parts per million,0.925,2.7,7,,0,No
189229,6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,04-Aug-02,Parts per billion,8.26087,13,18,12,Parts per million,0.020333,0.026,10,22,Parts per billion,2.318182,4,14,6,Parts per million,0.308696,0.5,18,,0,No
434795,42,101,4,1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia,10-Mar-04,Parts per billion,11.75,36,19,34,Parts per million,0.015583,0.024,9,20,Parts per billion,0.416667,2,19,3,Parts per million,0.25,0.9,19,,0,No
450730,6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,03-Oct-05,Parts per billion,6.565217,18,1,17,Parts per million,0.022833,0.036,10,31,Parts per billion,0.971429,2,2,,Parts per million,0.3375,0.6,1,7,0,No
194980,6,37,30,651 S. MOTT STREET (SB 25 TRAILER),California,Los Angeles,Los Angeles,05-Feb-02,Parts per billion,26.652174,42,22,40,Parts per million,0.035083,0.051,10,43,Parts per billion,2.985714,5,8,,Parts per million,0.745833,1.2,7,14,0,No
379572,6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,21-Sep-04,Parts per billion,7.608696,36,23,34,Parts per million,0.030375,0.043,9,36,Parts per billion,0,0,2,,Parts per million,0.478261,0.8,23,,0,No
1972,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,11-Apr-00,Parts per billion,18.041667,32,18,30,Parts per million,0.01275,0.025,9,21,Parts per billion,0.083333,1,1,1,Parts per million,0.179167,1,0,,0,No
267703,42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,17-May-02,Parts per billion,11.5,18,14,17,Parts per million,0.03025,0.042,0,36,Parts per billion,9.4375,12.3,2,,Parts per million,0.345833,0.5,6,,0,No
268698,42,133,8,HILL ST.,Pennsylvania,York,York,07-Jan-02,Parts per billion,15.166667,43,4,41,Parts per million,0.05775,0.081,11,114,Parts per billion,2.833333,10,20,14,Parts per million,0.354167,0.4,1,5,0,No
429760,42,69,2006,GEORGE ST TROOP AND CITY OF SCRANTON,Pennsylvania,Lackawanna,Scranton,06-Sep-04,Parts per billion,17.791667,46,1,43,Parts per million,0.028208,0.052,8,44,Parts per billion,5.3875,12,8,,Parts per million,0.166667,0.3,2,3,0,No
409171,22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,29-Aug-04,Parts per billion,13.857143,28,21,26,Parts per million,0.024167,0.049,9,42,Parts per billion,5.2125,15.6,11,,Parts per million,0.7,0.7,0,8,0,No
305850,6,83,1025,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan,06-Sep-03,Parts per billion,3.217391,5,16,5,Parts per million,0.041458,0.05,10,42,Parts per billion,0.514286,1,11,,Parts per million,0.358333,0.4,10,5,0,No
373190,6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,21-Dec-04,Parts per billion,32.913043,48,18,45,Parts per million,0.005542,0.014,9,12,Parts per billion,0.866667,1.6,23,,Parts per million,0.841667,1.4,23,16,0,No
151314,29,189,7003,"9630 ST CHAS ROCK RD, BREKENRIDGE 63314",Missouri,Saint Louis,Breckenridge Hills,09-Jun-01,Parts per billion,11.666667,24,17,23,Parts per million,0.034375,0.045,9,38,Parts per billion,4.25,9.6,2,,Parts per million,0.45,0.7,0,8,0,No
424139,40,115,9004,"QUAPAW TRIBE'S INDUSTRIAL PARK, MIAMI",Oklahoma,Ottawa,Miami,28-Sep-04,Parts per billion,5.666667,12,5,11,Parts per million,0.031208,0.049,10,42,Parts per billion,0.708333,4,10,6,Parts per million,0.004167,0.1,2,,0,No
97877,6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,08-Jul-01,Parts per billion,11.608696,19,0,18,Parts per million,0.02675,0.057,11,48,Parts per billion,4.685714,8,11,,Parts per million,0.2625,0.3,0,3,0,No
179061,48,141,58,5050A Yvette Drive,Texas,El Paso,El Paso,05-Dec-01,Parts per billion,3.291667,7,5,7,Parts per million,0.0405,0.046,7,39,Parts per billion,0,0,2,,Parts per million,0.308333,0.4,18,,0,No
428247,42,17,12,ROCKVIEW LANE,Pennsylvania,Bucks,Bristol,24-Jul-04,Parts per billion,10.875,27,20,25,Parts per million,0.017167,0.022,11,19,Parts per billion,4.275,19.6,17,,Parts per million,0.1625,0.4,0,,0,No
470683,6,73,1007,"330A 12TH AVE., SAN DIEGO, CA. 92112",California,San Diego,San Diego,04-Dec-05,Parts per billion,30.304348,54,8,51,Parts per million,0.021875,0.033,10,28,Parts per billion,6.26087,20,9,29,Parts per million,1.06087,2.1,5,,0,No
132931,8,1,3001,3174 E. 78TH AVE.,Colorado,Adams,Welby,26-Apr-01,Parts per billion,35.086957,62,6,60,Parts per million,0.020708,0.052,11,44,Parts per billion,2.357143,7.6,8,,Parts per million,0.554167,1.6,6,,0,No
449759,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,07-Nov-05,Parts per billion,8.130435,15,19,14,Parts per million,0.018583,0.038,10,32,Parts per billion,1.181818,2,17,3,Parts per million,0.243478,0.3,5,,0,No
478619,6,83,2011,"380 N FAIRVIEW AVENUE, GOLETA",California,Santa Barbara,Goleta,19-May-05,Parts per billion,8.826087,15,19,14,Parts per million,0.017208,0.034,8,29,Parts per billion,0.5,1,8,,Parts per million,0.321739,0.4,7,,0,No
21710,6,71,306,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,06-Nov-00,Parts per billion,17.782609,52,1,49,Parts per million,0.053375,0.081,10,114,Parts per billion,0.782609,1,0,1,Parts per million,0.213043,0.5,1,,0,No
20845,6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,10-Dec-00,Parts per billion,22.304348,33,18,31,Parts per million,0.009375,0.022,10,19,Parts per billion,6.557143,10,20,,Parts per million,0.970833,1.6,23,18,0,No
162748,40,115,9004,"QUAPAW TRIBE'S INDUSTRIAL PARK, MIAMI",Oklahoma,Ottawa,Miami,29-Oct-01,Parts per billion,10.913043,38,18,36,Parts per million,0.039833,0.051,9,43,Parts per billion,4.814286,7.3,14,,Parts per million,0.020833,0.1,19,1,0,No
506925,37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,27-May-05,Parts per billion,22.083333,47,1,44,Parts per million,0.035833,0.069,9,80,Parts per billion,7.041667,72,1,96,Parts per million,0.320833,0.5,6,6,0,No
292266,6,37,5001,"5234 W. 120TH ST., HAWTHORNE",California,Los Angeles,Hawthorne,06-Jun-03,Parts per billion,3.347826,8,5,8,Parts per million,0.04075,0.045,11,38,Parts per billion,0,0,2,,Parts per million,0.275,0.3,0,3,0,No
55922,22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,12-Sep-00,Parts per billion,31.958333,62,19,60,Parts per million,0.0121,0.027,9,23,Parts per billion,8.25,17.3,20,,Parts per million,1.591667,5.6,21,,0,No
245860,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,31-May-02,Parts per billion,14,27,23,25,Parts per million,0.036292,0.061,11,54,Parts per billion,5.925,10,23,,Parts per million,0.470833,0.5,0,6,0,No
472364,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,20-Jun-05,Parts per billion,23.347826,36,6,34,Parts per million,0.020708,0.033,10,28,Parts per billion,5.885714,6.3,11,,Parts per million,0.720833,0.9,6,10,0,No
309103,6,83,2011,"380 N FAIRVIEW AVENUE, GOLETA",California,Santa Barbara,Goleta,15-Oct-03,Parts per billion,8,12,9,11,Parts per million,0.054125,0.064,12,64,Parts per billion,0.181818,1,13,1,Parts per million,0.4,0.6,2,,0,No
404707,17,163,10,13TH & TUDOR,Illinois,Saint Clair,East Saint Louis,10-Jul-04,Parts per billion,21.166667,33,1,31,Parts per million,0.02975,0.046,10,39,Parts per billion,3.014286,4.3,11,,Parts per million,0.495833,1,0,11,0,No
253909,37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,10-Oct-02,Parts per billion,21.086957,28,18,26,Parts per million,0.004875,0.013,9,11,Parts per billion,5.342857,9.6,2,,Parts per million,0.465217,0.6,17,,0,No
119043,6,73,1007,"330A 12TH AVE., SAN DIEGO, CA. 92112",California,San Diego,San Diego,14-Jun-01,Parts per billion,20.809524,40,6,38,Parts per million,0.029583,0.04,12,34,Parts per billion,2.454545,4,7,6,Parts per million,0.663636,2,6,,0,No
448073,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,15-May-05,Parts per billion,16.416667,50,22,47,Parts per million,0.043375,0.07,10,84,Parts per billion,0.9,3.3,11,,Parts per million,0.4,1,22,,0,No
371563,6,25,5,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,15-Oct-04,Parts per billion,24.238095,46,18,43,Parts per million,0.020455,0.045,9,38,Parts per billion,0.157143,0.6,18,0,Parts per million,0.857143,2.2,23,,0,No
264700,42,95,25,WASHINGTON & CAMBRIA STS. FREEMANSBURG,Pennsylvania,Northampton,Freemansburg,20-Jun-02,Parts per billion,11.375,26,0,25,Parts per million,0.043917,0.078,12,106,Parts per billion,0,0,0,0,Parts per million,0.245833,0.3,2,3,0,No
354358,42,133,8,HILL ST.,Pennsylvania,York,York,27-Jul-03,Parts per billion,3.958333,9,20,8,Parts per million,0.055167,0.066,11,71,Parts per billion,1.291667,13,20,19,Parts per million,0.2,0.2,0,2,0,No
3608,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,24-Jan-00,Parts per billion,22.130435,32,17,30,Parts per million,0.003583,0.006,8,5,Parts per billion,1.363636,2,5,3,Parts per million,0.943478,2,20,,0,No
505426,36,103,9,57 DIVISION STREET,New York,Suffolk,Holtsville,16-Feb-05,Parts per billion,12.916667,31,6,29,Parts per million,0.027458,0.04,9,34,Parts per billion,6.15,9.3,5,,Parts per million,0.104167,0.2,0,,0,No
206836,6,71,306,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,25-Jan-02,Parts per billion,31.227273,42,4,40,Parts per million,0.007417,0.017,8,14,Parts per billion,3.045455,7,7,10,Parts per million,0.854167,1.3,23,15,0,No
31520,6,83,2011,"380 N FAIRVIEW AVENUE, GOLETA",California,Santa Barbara,Goleta,17-Apr-00,Parts per billion,10.043478,19,10,18,Parts per million,0.031083,0.041,11,35,Parts per billion,0.086957,2,3,3,Parts per million,0.343478,0.5,10,,0,No
288496,6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,23-Aug-03,Parts per billion,26.478261,36,20,34,Parts per million,0.024,0.056,9,47,Parts per billion,3.1,3.6,2,,Parts per million,0.679167,0.9,6,10,0,No
